company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
Plan Communications Holding,Telecoms,,2015,,[],['UK'],,,"64,754,333",,,91,,,,,,,ft-com
ETIC,Property,,2010,,[],['France'],,,2.1,,,18,,,,,,,ft-com
ACANTHE CONSEIL,Support Services,,2013,,[],['France'],,,4.81,,,30,,,,,,,ft-com
Halo Service Solutions,Technology,,1994,,[],['UK'],,,"5,037,087",,,40,,,,,,,ft-com
Abc Rent,Automobiles,,2004,,[],['Italy'],,,"16,295,312",,,8,,,,,,,ft-com
Send For Help,Technology,,2010,,[],['United Kingdom'],,,15.0,,,100,,,,,,,ft-com
TorMec Ambrosi,Industrial Goods,,1990,,[],['Italy'],,,13.00,,,52,,,,,,,ft-com
Full Service Soc. Coop,Construction,,2014,,[],['Italy'],,,2.23,,,20,,,,,,,ft-com
Raspberry Pi,Technology,,2012,,[],['UK'],,,"80,066,074",,,73,,,,,,,ft-com
Giopato & Coombes,Interiors,,2010,,[],['Italy'],,,"5,467,910",,,17,,,,,,,ft-com
Pavillon noir,Media,,2014,,[],['France'],,,"4,646,684",,,20,,,,,,,ft-com
Mdt Group,Support Services,,2013,,[],['Italy'],,,2.1,,,9,,,,,,,ft-com
DISTRIB ETIK,Retail,,2010,,[],['France'],,,2.80,,,10,,,,,,,ft-com
Link Soluzioni,Financial Services,,2003,,[],['Italy'],,,1.90,,,8,,,,,,,ft-com
Ship it,Retail,,2016,,[],['Germany'],,,"3,391,041",,,8,,,,,,,ft-com
Rheinische Scheidestätte,Retail,,2012,,[],['Germany'],,,"83,044,963",,,47,,,,,,,ft-com
Northwave Group,Cyber Security,,2006,,[],['Netherlands'],,,"10,465,736",,,77,,,,,,,ft-com
Link Soluzioni,Financial Services,,2003,,[],['Italy'],,,1.7,,,7,,,,,,,ft-com
RSM-Bike,Ecommerce,,2003,,[],['Germany'],,,2.49,,,8,,,,,,,ft-com
DESTRUCTION GAILLON AUTOMOBILE DGA,Waste management & recycling,,2012,,[],['France'],,,3.82,,,9,,,,,,,ft-com
Whites Agency,Advertising,,2011,,[],['Poland'],,,"4,076,348",,,90,,,,,,,ft-com
Casa di Riposo Medicalizzata Sempione*,Health,,2017,,[],['Italy'],,,"2,436,000",,,38,,,,,,,ft-com
G.T.S. Grinding Technologies And Systems,Waste management & recycling,,1994,,[],['Italy'],,,"2,032,022",,,10,,,,,,,ft-com
PROPULSE IT,Technology,,2014,,[],['France'],,,"5,230,761",,,2,,,,,,,ft-com
Ashworth and Parker,Ecommerce,,2009,,[],['United Kingdom'],,,118.6,,,369,,,,,,,ft-com
Next Consult,Management Consulting,,2010,,[],['Bulgaria'],,,1.6,,,25,,,,,,,ft-com
Opisto (SACEO),Automobiles,,2010,,[],['France'],,,2.71,,,20,,,,,,,ft-com
Autostore,Technology,,1995,,[],['Norway'],,,121.91,,,293,,,,,,,ft-com
CShark,Technology,,2014,,[],['Poland'],,,"11,828,515",,,269,,,,,,,ft-com
Zinox Laser,Interiors,,2015,,[],['Italy'],,,"6,364,000",,,47,,,,,,,ft-com
Kameleoon,Technology,,2012,,[],['France'],,,"9,915,750",,,150,,,,,,,ft-com
Interni Italiani,Architecture,,1995,,[],['Italy'],,,4.7,,,12,,,,,,,ft-com
iBanFirst,Fintech,,2012,,[],['Belgium'],,,4.30,,,54,,,,,,,ft-com
GNIOTPOL Trailers,Automobiles,,1989,,[],['Poland'],,,19.13,,,210,,,,,,,ft-com
Tera Automation,Industrial Goods,,2013,,[],['Italy'],,,"4,987,860",,,20,,,,,,,ft-com
Innova Hts,Health,,2014,,[],['Italy'],,,"8,792,400",,,16,,,,,,,ft-com
Tresorit,Cyber Security,,2011,,[],['Hungary'],,,"6,537,133",,,117,,,,,,,ft-com
Supperfood,Food & Beverage,,2008,,[],['Netherlands'],,,6.6,,,8,,,,,,,ft-com
CN-Consult,Technology,,1997,,[],['Germany'],,,2.3,,,22,,,,,,,ft-com
Exclaimer Group,Technology,,2001,,[],['United Kingdom'],,,13.85,,,68,,,,,,,ft-com
Cloudfm Integrated Services,Support Services,,2010,,[],['United Kingdom'],,,64.20,,,164,,,,,,,ft-com
Kentigen,Technology,,2013,,[],['Czech Republic'],,,"1,507,867",,,20,,,,,,,ft-com
Egarri,Agricultural Commodities,,2011,,[],['France'],,,"11,412,179",,,10,,,,,,,ft-com
Logisan,Health,,2004,,[],['Italy'],,,24.5,,,13,,,,,,,ft-com
4net Technologies,Telecoms,,2005,,[],['United Kingdom'],,,22.04,,,68,,,,,,,ft-com
Teal Partners,Technology,,2015,,[],['Belgium'],,,"3,873,750",,,23,,,,,,,ft-com
EET,Construction,,2015,,[],['Italy'],,,"3,012,724",,,35,,,,,,,ft-com
Outscale**,Technology,,2010,,[],['France'],,,25.6,,,103,,,,,,,ft-com
Northwave,Cyber Security,,2006,,[],['Netherlands'],,,6.41,,,61,,,,,,,ft-com
ETS,Construction,,2005,,[],['Italy'],,,5.41,,,22,,,,,,,ft-com
LM Medical Division,Health,,2010,,[],['Italy'],,,"11,281,040",,,47,,,,,,,ft-com
Dartmouth Partners,Support Services,,2006,,[],['UK'],,,"12,856,936",,,93,,,,,,,ft-com
Haarhoff,Sales & Marketing,,2004,,[],['Germany'],,,17.5,,,32,,,,,,,ft-com
LT Metal Partners,Industrial Goods,,2013,,[],['Lithuania'],,,5.69,,,13,,,,,,,ft-com
BEC,Technology,,2003,,[],['Germany'],,,"7,843,183",,,47,,,,,,,ft-com
On Ze Air,Media,,2014,,[],['France'],,,"2,298,750",,,23,,,,,,,ft-com
Universal Iberland,Food & Beverage,,2004,,[],['Spain'],,,21.2,,,5,,,,,,,ft-com
Constaff,Technology,,2010,,[],['Germany'],,,19.64,,,55,,,,,,,ft-com
Xylon,Technology,,1995,,[],['Croatia'],,,"4,491,888",,,81,,,,,,,ft-com
tecRacer Consulting,Technology,,2015,,[],['Germany'],,,"8,040,000",,,45,,,,,,,ft-com
Progetto,Interiors,,2012,,[],['Italy'],,,4.7,,,14,,,,,,,ft-com
Des Composites,Support Services,,2014,,[],['Italy'],,,1.77,,,16,,,,,,,ft-com
PCM Granitos Moldurados,Industrial Goods,,1992,,[],['Spain'],,,2.05,,,33,,,,,,,ft-com
Spedition Kai Rindert,Transport,,2017,,[],['Germany'],,,"3,018,684",,,9,,,,,,,ft-com
CO.GE.SA. Costruzioni Generali Saba,Construction,,2009,,[],['Italy'],,,"3,453,730",,,22,,,,,,,ft-com
Symprove,Food & Beverage,,2010,,[],['UK'],,,"8,564,877",,,82,,,,,,,ft-com
Scanbot / doo GmbH,Technology,,2011,,[],['Germany'],,,"2,831,100",,,23,,,,,,,ft-com
Ziegler Logistik,Transport,,2010,,[],['Germany'],,,27.3,,,146,,,,,,,ft-com
Codedose,Technology,,2013,,[],['Poland'],,,1.58,,,30,,,,,,,ft-com
Skärgårdstunnan/Skargards,Ecommerce,,2010,,[],['Sweden'],,,"15,082,088",,,20,,,,,,,ft-com
Autonova Milano,Automobiles,,2015,,[],['Italy'],,,"2,790,680",,,14,,,,,,,ft-com
Yellow Submarine,Restaurants,,2014,,[],['Croatia'],,,"4,500,000",,,77,,,,,,,ft-com
Raven Logistic,Transport,,2012,,[],['Germany'],,,5.1,,,40,,,,,,,ft-com
Smart AdServer,Technology,,2001,,[],['France'],,,92.79,,,180,,,,,,,ft-com
bitgrip,Technology,,2014,,[],['Germany'],,,2.82,,,29,,,,,,,ft-com
Polarstern,Energy,,2011,,[],['Germany'],,,"30,270,074",,,40,,,,,,,ft-com
halsdorfer + ingenieure projekt,Property,,2013,,[],['Germany'],,,"31,038,460",,,15,,,,,,,ft-com
Oxbotica,Technology,,2014,,[],['UK'],,,"4,393,601",,,151,,,,,,,ft-com
Done Deliveries,Transport,,2013,,[],['Poland'],,,11.8,,,90,,,,,,,ft-com
Place to Be Media,Media,,2009,,[],['France'],,,4.20,,,9,,,,,,,ft-com
S.C Carcover,Transport,,2004,,[],['Romania'],,,3.53,,,61,,,,,,,ft-com
OPNA,Support Services,,2015,,[],['France'],,,"2,317,903",,,23,,,,,,,ft-com
Stikets,Ecommerce,,2010,,[],['Spain'],,,"9,318,626",,,39,,,,,,,ft-com
Pomilio Blumm,Advertising,,1991,,[],['Italy'],,,"23,562,064",,,40,,,,,,,ft-com
Deghi,Ecommerce,,2011,,[],['Italy'],,,25.6,,,42,,,,,,,ft-com
Swirrl IT,Technology,,2008,,[],['United Kingdom'],,,1.50,,,11,,,,,,,ft-com
CampuStore,Education,,1994,,[],['Italy'],,,"34,410,600",,,18,,,,,,,ft-com
Ars Futura,Technology,,2013,,[],['Croatia'],,,"1,580,154",,,27,,,,,,,ft-com
Schlimgen Logistics Solutions,Transport,,1992,,[],['Germany'],,,"8,660,000",,,92,,,,,,,ft-com
Florence Consulting Group,Technology,,2014,,[],['Italy'],,,"9,528,344",,,70,,,,,,,ft-com
Infomobility.It**,Technology,,2014,,[],['Italy'],,,8.9,,,53,,,,,,,ft-com
Cloud Technology Solutions,Technology,,2008,,[],['United Kingdom'],,,29.63,,,123,,,,,,,ft-com
Artos,Food & Beverage,,2010,,[],['Germany'],,,8.82,,,8,,,,,,,ft-com
Cemir Security,Support Services,,2015,,[],['Italy'],,,"2,835,330",,,116,,,,,,,ft-com
Borgy CZ,Personal & Household Goods,,2009,,[],['Czech Republic'],,,"22,419,033",,,60,,,,,,,ft-com
PersonalHub Holding,Support Services,,2013,,[],['Germany'],,,"5,100,000",,,15,,,,,,,ft-com
Digitalmind,Advertising,,2012,,[],['Italy'],,,2.7,,,14,,,,,,,ft-com
Supply Unique (Coffee Island)*,Food & Beverage,,1999,,[],['Greece'],,,31.6,,,182,,,,,,,ft-com
ECOLOG innovation,Industrial Goods,,2012,,[],['France'],,,3.09,,,16,,,,,,,ft-com
Groupe Zephyr,Health,,2007,,[],['France'],,,"16,264,645",,,600,,,,,,,ft-com
Dernier Cri,Technology,,2015,,[],['France'],,,"3,956,061",,,57,,,,,,,ft-com
dobar e-Commerce,Retail,,2014,,[],['Germany'],,,"3,455,990",,,8,,,,,,,ft-com
FJ Trading (Jomodo),Retail,,2013,,[],['Germany'],,,"27,566,990",,,24,,,,,,,ft-com
Neteem,Support Services,,2002,,[],['France'],,,8.6,,,59,,,,,,,ft-com
Cobapharma,Pharmaceuticals,,2011,,[],['Spain'],,,4.30,,,5,,,,,,,ft-com
yes!devs,Technology,,2016,,[],['Germany'],,,"2,200,000",,,37,,,,,,,ft-com
Hydroflex Group,Retail,,2009,,[],['Germany'],,,"13,166,000",,,36,,,,,,,ft-com
HIRSCHTEC,Technology,,2005,,[],['Germany'],,,"10,340,000",,,101,,,,,,,ft-com
Linkinpartner Europe,Transport,,2009,,[],['Germany'],,,13.9,,,23,,,,,,,ft-com
Capsicum Reinsurance Brokers,Insurance,,2013,,[],['United Kingdom'],,,54.92,,,142,,,,,,,ft-com
Proteko Service,Support Services,,2016,,[],['Italy'],,,"5,502,450",,,31,,,,,,,ft-com
Alterboutique,Retail,,2011,,[],['France'],,,"2,756,656",,,17,,,,,,,ft-com
Teicos Ue,Construction,,1995,,[],['Italy'],,,4.1,,,6,,,,,,,ft-com
Bentley InnoMed,Health,,2009,,[],['Germany'],,,30.17,,,120,,,,,,,ft-com
MiniCRM,Technology,,2012,,[],['Hungary'],,,"2,232,347",,,26,,,,,,,ft-com
Seingim Global Service,Support Services,,1999,,[],['Italy'],,,"8,711,339",,,95,,,,,,,ft-com
Flextra Trading & Service*,Energy,,2014,,[],['Germany'],,,7.0,,,2,,,,,,,ft-com
ioon Technologies,Technology,,2014,,[],['Spain'],,,3.61,,,82,,,,,,,ft-com
CNQ Consorzio Nazionale Qualità,Waste management & recycling,,2001,,[],['Italy'],,,"2,151,050",,,39,,,,,,,ft-com
Golden Gates Technologiemetalle,Retail,,2011,,[],['Germany'],,,"2,791,380",,,2,,,,,,,ft-com
VisiConsult,Industrial Goods,,1996,,[],['Germany'],,,13.6,,,51,,,,,,,ft-com
Freepik Company,Technology,,2012,,[],['Spain'],,,17.06,,,118,,,,,,,ft-com
Accolade,Property,,2010,,[],['Czech Republic'],,,"83,981,636",,,Not found,,,,,,,ft-com
Mucci Carburanti,Energy,,2014,,[],['Italy'],,,"215,509,027",,,4,,,,,,,ft-com
Everything Unlocked,Health,,2008,,[],['United Kingdom'],,,2.3,,,31,,,,,,,ft-com
GROUPE QUINTÉSENS,Financial Services,,2009,,[],['France'],,,24.89,,,29,,,,,,,ft-com
Ad's up Consulting,Media,,2012,,[],['France'],,,6.00,,,48,,,,,,,ft-com
Panel Sandwich,Construction,,2009,,[],['Spain'],,,"9,637,845",,,27,,,,,,,ft-com
SYMBIOSE Informatique,Technology,,1991,,[],['France'],,,"33,080,096",,,32,,,,,,,ft-com
Via Ingegneria,Support Services,,1998,,[],['Italy'],,,"8,097,625",,,10,,,,,,,ft-com
Gruppo M,Automobiles,,2009,,[],['Italy'],,,54.0,,,50,,,,,,,ft-com
Pure Gaming,Retail,,2012,,[],['France'],,,2.92,,,1,,,,,,,ft-com
Vilageo.com,Property,,2013,,[],['France'],,,2.13,,,32,,,,,,,ft-com
G.Engineering,Industrial Goods,,2012,,[],['Italy'],,,"16,504,780",,,51,,,,,,,ft-com
I-PARTICULIERS,Property,,2011,,[],['France'],,,"4,071,600",,,200,,,,,,,ft-com
Mobilshop,Telecoms,,1998,,[],['Germany'],,,"110,658,110",,,18,,,,,,,ft-com
Codewise,Advertising,,2011,,[],['Poland'],,,39.0,,,156,,,,,,,ft-com
SIAN Wholesale,Personal & Household Goods,,2003,,[],['United Kingdom'],,,46.00,,,30,,,,,,,ft-com
Henco,Retail,,2012,,[],['Germany'],,,"6,970,679",,,48,,,,,,,ft-com
Le Fonti,Media,,2004,,[],['Italy'],,,"3,941,407",,,12,,,,,,,ft-com
LUNOS,Energy,,2010,,[],['Slovenia'],,,2.0,,,11,,,,,,,ft-com
Softech,Technology,,1998,,[],['Romania'],,,3.32,,,88,,,,,,,ft-com
UAB Hostinger,Technology,,2004,,[],['Lithuania'],,,12.16,,,300,,,,,,,ft-com
Giglio.com,Ecommerce,,2007,,[],['Italy'],,,"25,355,630",,,53,,,,,,,ft-com
Alphaspel,Retail,,2013,,[],['Sweden'],,,"4,535,769",,,16,,,,,,,ft-com
Merkkur,Retail,,2014,,[],['Germany'],,,"10,931,620",,,7,,,,,,,ft-com
E.D. Elettronica Dedicata,Technology,,2015,,[],['Italy'],,,"1,777,238",,,13,,,,,,,ft-com
Future Consulting,Support Services,,1996,,[],['Germany'],,,50.1,,,27,,,,,,,ft-com
Shopper Media Group,Sales & Marketing,,2008,,[],['United Kingdom'],,,34.81,,,100,,,,,,,ft-com
GLASS EXPRESS,Automobiles,,2013,,[],['France'],,,3.84,,,27,,,,,,,ft-com
Sapiegos Klinika,Health,,2014,,[],['Lithuania'],,,"1,578,677",,,24,,,,,,,ft-com
Soles Tech.,Construction,,2015,,[],['Italy'],,,"7,033,252",,,29,,,,,,,ft-com
Reunion Portage,Support Services,,2012,,[],['France'],,,1.6,,,12,,,,,,,ft-com
INST formation à la Sophrologie,Interiors,,2004,,[],['Italy'],,,9.1,,,70,,,,,,,ft-com
Rivers Finance Group,Financial Services,,2002,,[],['United Kingdom'],,,4.40,,,13,,,,,,,ft-com
Brightblue Consulting,Technology,,2012,,[],['United Kingdom'],,,3.41,,,26,,,,,,,ft-com
OpenCorporates,Technology,,2010,,[],['UK'],,,"2,730,677",,,25,,,,,,,ft-com
BE CLOUD,Support Services,,2012,,[],['France'],,,"10,371,094",,,49,,,,,,,ft-com
Frigoclim Kälte-Klima,Construction,,2014,,[],['Germany'],,,"3,200,000",,,21,,,,,,,ft-com
Acondistec,Retail,,2014,,[],['Germany'],,,17.5,,,13,,,,,,,ft-com
Verksýn,Construction,,2006,,[],['Iceland'],,,1.65,,,15,,,,,,,ft-com
Drukarnia piga.pl,Ecommerce,,2014,,[],['Poland'],,,"4,064,038",,,130,,,,,,,ft-com
groupe mister menuiserie,Ecommerce,,2010,,[],['France'],,,"68,009,314",,,227,,,,,,,ft-com
Forsyth Barnes,Support Services,,2014,,[],['UK'],,,"6,778,537",,,20,,,,,,,ft-com
Non-Stop Dogwear,Retail,,2009,,[],['Norway'],,,3.7,,,10,,,,,,,ft-com
Solaris Yachts,Industrial Goods,,1974,,[],['Italy'],,,33.80,,,97,,,,,,,ft-com
Mason Advisory,Management Consulting,,2014,,[],['United Kingdom'],,,12.45,,,38,,,,,,,ft-com
Insetto,Retail,,1999,,[],['Germany'],,,"6,010,130",,,79,,,,,,,ft-com
Technophage,Pharmaceuticals,,2005,,[],['Portugal'],,,"2,237,180",,,13,,,,,,,ft-com
Nutrileya,Pharmaceuticals,,2014,,[],['Italy'],,,"3,062,000",,,6,,,,,,,ft-com
AG Consultancy & Apps,Technology,,2007,,[],['UK'],,,"3,573,700",,,21,,,,,,,ft-com
Ecogreenenergy,Waste management & recycling,,2008,,[],['France'],,,9.0,,,25,,,,,,,ft-com
WebmediaRM,Media,,2014,,[],['France'],,,5.98,,,30,,,,,,,ft-com
Amido,Technology,,2010,,[],['United Kingdom'],,,18.52,,,100,,,,,,,ft-com
skalis portage salarial,Support Services,,2008,,[],['France'],,,"6,202,068",,,68,,,,,,,ft-com
peoplegrapher,Advertising,,2016,,[],['Germany'],,,"3,561,298",,,11,,,,,,,ft-com
Adservio,Technology,,2010,,[],['France'],,,"15,744,330",,,142,,,,,,,ft-com
Detrame,Construction,,2011,,[],['Spain'],,,6.7,,,39,,,,,,,ft-com
Richmond Group,Financial Services,,2004,,[],['United Kingdom'],,,357.76,,,492,,,,,,,ft-com
Pentland Properties,Property,,2007,,[],['United Kingdom'],,,9.78,,,5,,,,,,,ft-com
Reveg Fruit,Food & Beverage,,2016,,[],['Italy'],,,"2,356,570",,,4,,,,,,,ft-com
Sciant,Technology,,2016,,[],['Bulgaria'],,,"3,192,139",,,79,,,,,,,ft-com
Union Gas Metano,Energy,,2005,,[],['Italy'],,,"55,941,938",,,25,,,,,,,ft-com
Eurovanille,Food & Beverage,,1990,,[],['France'],,,54.1,,,73,,,,,,,ft-com
Cosmei,Beauty,,2009,,[],['Italy'],,,6.3,,,15,,,,,,,ft-com
AV Progres,Retail,,2014,,[],['Slovenia'],,,3.79,,,2,,,,,,,ft-com
Boender & Beutel,Industrial Goods,,2012,,[],['Germany'],,,"14,550,131",,,130,,,,,,,ft-com
EKINOPS,Telecoms,,2003,,[],['France'],,,"92,800,000",,,456,,,,,,,ft-com
Rackforest,Technology,,2009,,[],['Hungary'],,,"2,428,552",,,20,,,,,,,ft-com
CLX Communications,Technology,,2008,,[],['Sweden'],,,319.3,,,350,,,,,,,ft-com
La Parisienne Assurances,Insurance,,1900,,[],['France'],,,311.69,,,83,,,,,,,ft-com
Sano-Técnica,Health,,1938,,[],['Portugal'],,,"4,972,658",,,13,,,,,,,ft-com
möbelando,Retail,,2013,,[],['Germany'],,,"16,692,390",,,24,,,,,,,ft-com
A.B. Pharm,Pharmaceuticals,,2009,,[],['Italy'],,,"3,085,566",,,1,,,,,,,ft-com
Urbania Projekt,Construction,,2010,,[],['Germany'],,,4.8,,,1,,,,,,,ft-com
Xceptor,Technology,,2003,,[],['United Kingdom'],,,17.01,,,108,,,,,,,ft-com
Democom,Telecoms,,2011,,[],['Italy'],,,"3,347,950",,,37,,,,,,,ft-com
Erbagil,Pharmaceuticals,,2009,,[],['Italy'],,,"4,021,010",,,11,,,,,,,ft-com
Heart Apartments,Travel & Leisure,,2015,,[],['Italy'],,,"2,604,838",,,12,,,,,,,ft-com
Alternatyva,Telecoms,,2006,,[],['Italy'],,,5.7,,,38,,,,,,,ft-com
ADNP,Support Services,,2013,,[],['Germany'],,,4.44,,,35,,,,,,,ft-com
Axopar Boats,Travel & Leisure,,2014,,[],['Finland'],,,"78,765,693",,,32,,,,,,,ft-com
Advanced Composites Solutions,Automobiles,,2012,,[],['Italy'],,,"5,393,690",,,54,,,,,,,ft-com
Averdung Ingenieure & Berater,Energy,,1991,,[],['Germany'],,,"3,531,440",,,42,,,,,,,ft-com
Conrado y Asociados,Construction,,1985,,[],['Spain'],,,5.9,,,74,,,,,,,ft-com
Trapizzino,Restaurants,,2013,,[],['Italy'],,,3.1,,,88,,,,,,,ft-com
GiglioCom,Ecommerce,,2007,,[],['Italy'],,,13.21,,,35,,,,,,,ft-com
ALG,Technology,,2010,,[],['France'],,,5.54,,,64,,,,,,,ft-com
Spartivento Yachts & Charter,Travel & Leisure,,2000,,[],['Italy'],,,"5,194,630",,,34,,,,,,,ft-com
Seargin,Technology,,2014,,[],['Poland'],,,"18,624,755",,,64,,,,,,,ft-com
Le Slip Français,Retail,,2012,,[],['France'],,,"24,336,753",,,140,,,,,,,ft-com
SICA,Industrial Goods,,2011,,[],['France'],,,"28,063,191",,,3,,,,,,,ft-com
Godel Technologies Europe,Technology,,2003,,[],['United Kingdom'],,,16.3,,,529,,,,,,,ft-com
Mashfrog Group,Technology,,1999,,[],['Italy'],,,19.65,,,302,,,,,,,ft-com
Hydroflex Group,Support Services,,2008,,[],['Germany'],,,6.97,,,22,,,,,,,ft-com
TTP HOLDING,Support Services,,2009,,[],['Germany'],,,"37,607,000",,,32,,,,,,,ft-com
Sweef furniture,Retail,,2011,,[],['Sweden'],,,"9,506,903",,,14,,,,,,,ft-com
Quence,Technology,,2013,,[],['Italy'],,,"2,490,745",,,28,,,,,,,ft-com
Global Marketing,Industrial Goods,,2011,,[],['Italy'],,,1.6,,,4,,,,,,,ft-com
heyconnect,Ecommerce,,2012,,[],['Germany'],,,7.60,,,50,,,,,,,ft-com
SONIC Tanácsadó és Szolgáltató Kft,Technology,,2008,,[],['Hungary'],,,"4,646,080",,,10,,,,,,,ft-com
Next04,Technology,,2013,,[],['Italy'],,,"3,068,850",,,15,,,,,,,ft-com
Innovasoft,Technology,,2011,,[],['Italy'],,,2.5,,,28,,,,,,,ft-com
Ecoslops,Energy,,2009,,[],['France'],,,7.54,,,50,,,,,,,ft-com
spotit,Cyber Security,,2014,,[],['Belgium'],,,"20,387,729",,,71,,,,,,,ft-com
LABEL EXPERIENCE,Financial Services,,2016,,[],['France'],,,"1,756,470",,,27,,,,,,,ft-com
NEBOLEX Umwelttechnik,Industrial Goods,,1995,,[],['Germany'],,,"2,775,000",,,18,,,,,,,ft-com
Keyquant,Financial Services,,2009,,[],['France'],,,"9,330,563",,,15,,,,,,,ft-com
akko,Support Services,,2012,,[],['Germany'],,,10.9,,,350,,,,,,,ft-com
Inrete,Management Consulting,,2010,,[],['Italy'],,,4.55,,,14,,,,,,,ft-com
Ve. Ma. Soc. Coop. Di Servizi,Advertising,,2014,,[],['Italy'],,,2.73,,,80,,,,,,,ft-com
LMM Logistics,Transport,,2015,,[],['Italy'],,,"14,113,040",,,724,,,,,,,ft-com
Medicalfit,Health,,2008,,[],['Spain'],,,"2,378,517",,,35,,,,,,,ft-com
WebmediaRM,Media,,2014,,[],['France'],,,"8,333,500",,,30,,,,,,,ft-com
We Are Pentagon Group,Ecommerce,,2009,,[],['UK'],,,"14,812,973",,,141,,,,,,,ft-com
Staff,Support Services,,2012,,[],['Italy'],,,101.6,,,76,,,,,,,ft-com
ARCADIA Investment,Property,,2012,,[],['Germany'],,,3.78,,,30,,,,,,,ft-com
Garaude,Retail,,1996,,[],['France'],,,8.70,,,4,,,,,,,ft-com
Nuova MG,Industrial Goods,,2017,,[],['Italy'],,,"2,126,840",,,26,,,,,,,ft-com
innov and co handicap,Technology,,2016,,[],['France'],,,"1,879,824",,,30,,,,,,,ft-com
Firalis,Health,,2008,,[],['France'],,,"3,074,621",,,25,,,,,,,ft-com
Amido,Technology,,2010,,[],['United Kingdom'],,,13.9,,,109,,,,,,,ft-com
DMR Group,Chemicals,,2013,,[],['Poland'],,,2.34,,,8,,,,,,,ft-com
Alma Entreprise,Construction,,2003,,[],['France'],,,"13,438,347",,,31,,,,,,,ft-com
Formind Consulting,Management Consulting,,2010,,[],['France'],,,"13,625,000",,,129,,,,,,,ft-com
Digitalmind,Advertising,,2012,,[],['Italy'],,,"5,529,578",,,40,,,,,,,ft-com
Amiltone,Technology,,2012,,[],['France'],,,9.5,,,170,,,,,,,ft-com
DTS Maschinenbau,Industrial Goods,,2012,,[],['Germany'],,,6.40,,,62,,,,,,,ft-com
EyeSpec,Technology,,2012,,[],['Germany'],,,2.00,,,18,,,,,,,ft-com
Radit,Support Services,,2016,,[],['Italy'],,,"1,879,520",,,15,,,,,,,ft-com
Adquality,Advertising,,2013,,[],['France'],,,"3,200,000",,,35,,,,,,,ft-com
Tenso Floor,Construction,,2007,,[],['Italy'],,,2.7,,,11,,,,,,,ft-com
SMS Maintenance Industrielle,Industrial Goods,,2011,,[],['France'],,,2.05,,,13,,,,,,,ft-com
Nord Est Elevatori,Industrial Goods,,2011,,[],['Italy'],,,2.36,,,10,,,,,,,ft-com
REGIONAL EXPRESS,Transport,,2013,,[],['France'],,,"22,841,800",,,220,,,,,,,ft-com
Aravati,Support Services,,2004,,[],['France'],,,"6,671,500",,,59,,,,,,,ft-com
FiloBlu,Management Consulting,,2009,,[],['Italy'],,,"39,506,000",,,160,,,,,,,ft-com
Déco,Interiors,,2010,,[],['Italy'],,,4.6,,,7,,,,,,,ft-com
Netguru,Technology,,2008,,[],['Poland'],,,8.9,,,276,,,,,,,ft-com
Time Square,Fashion,,2011,,[],['Italy'],,,1.51,,,8,,,,,,,ft-com
Pöhner Hamburg,Retail,,2013,,[],['Germany'],,,"15,603,000",,,7,,,,,,,ft-com
Schreinerei Huber,Construction,,2010,,[],['Germany'],,,"2,629,044",,,21,,,,,,,ft-com
DONE Deliveries,Transport,,2002,,[],['Poland'],,,"23,040,066",,,138,,,,,,,ft-com
Nature Dog,Retail,,2011,,[],['France'],,,3.5,,,10,,,,,,,ft-com
Humanas,Health,,2006,,[],['Germany'],,,11.6,,,219,,,,,,,ft-com
Siteimprove,Technology,,2003,,[],['Denmark'],,,32.09,,,520,,,,,,,ft-com
ISR,Technology,,1996,,[],['France'],,,"4,637,943",,,12,,,,,,,ft-com
Kinga Mathe,Retail,,2008,,[],['Germany'],,,"1,800,494",,,5,,,,,,,ft-com
Nutis,Food & Beverage,,1956,,[],['Italy'],,,"5,056,954",,,18,,,,,,,ft-com
Frontline Healthcare,Health,,2014,,[],['United Kingdom'],,,6.3,,,24,,,,,,,ft-com
Plastore,Retail,,2014,,[],['Italy'],,,4.42,,,3,,,,,,,ft-com
Rivile,Technology,,1992,,[],['Lithuania'],,,"3,905,042",,,24,,,,,,,ft-com
MaGarantie5ans,Retail,,2016,,[],['France'],,,"9,253,546",,,20,,,,,,,ft-com
Hit-Air France,Personal & Household Goods,,2012,,[],['France'],,,"3,513,841",,,3,,,,,,,ft-com
Lymet,Construction,,1989,,[],['Spain'],,,"22,508,568",,,231,,,,,,,ft-com
Rains,Fashion,,2012,,[],['Denmark'],,,19.5,,,35,,,,,,,ft-com
KERRIS Group,Advertising,,2012,,[],['Poland'],,,1.66,,,35,,,,,,,ft-com
Softelligence,Technology,,2006,,[],['Romania'],,,5.74,,,84,,,,,,,ft-com
BEBEBOUTIK,Retail,,2012,,[],['France'],,,"29,080,296",,,98,,,,,,,ft-com
Venticento,Cyber Security,,2005,,[],['Italy'],,,"9,700,000",,,26,,,,,,,ft-com
6point6,Technology,,2012,,[],['United Kingdom'],,,17.0,,,38,,,,,,,ft-com
Terre et Lac Conseil,Management Consulting,,2012,,[],['France'],,,1.69,,,9,,,,,,,ft-com
Radar Cyber Security,Technology,,2011,,[],['Austria'],,,"12,727,043",,,122,,,,,,,ft-com
