company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
ID Finance Investments,Fintech,,2015,,[],['Spain'],,,"81,424,000",,,400,,,,,,,ft-com
AND Digital,Technology,,2013,,[],['United Kingdom'],,,20.9,,,234,,,,,,,ft-com
Donatella,Food & Beverage,,2014,,[],['Germany'],,,8.50,,,10,,,,,,,ft-com
Futureplay*,Games industry,,2015,,[],['Finland'],,,10.36,,,26,,,,,,,ft-com
Spark Systems,Fintech,,2016,,[],['Singapore'],,,1.27,,,49,,,,,,,ft-com
E42 (formerly NLPBOTS),Technology,,2012,,[],['India'],,,1.48,,,37,,,,,,,ft-com
AirX,Aerospace & Defence,,2015,,[],['Japan'],,,1.44,,,9,,,,,,,ft-com
Prince Education,Education,,2008,,[],['Singapore'],,,1.47,,,8,,,,,,,ft-com
Hivery,Technology,,2015,,[],['Australia'],,,3.59,,,33,,,,,,,ft-com
Sanmi,Restaurants,,2015,,[],['Japan'],,,2.91,,,7,,,,,,,ft-com
LGM IMMOBILIER,Property,,2016,,[],['France'],,,"2,549,778",,,11,,,,,,,ft-com
Wolfram Chain*,Management Consulting,,2017,,[],['The Netherlands'],,,"2,431,371",,,29,,,,,,,ft-com
NISA Gebäudeservice,Construction,,2015,,[],['Germany'],,,"4,329,710",,,220,,,,,,,ft-com
Velocity Mobile,Technology,,2014,,[],['UK'],,,"8,214,698",,,52,,,,,,,ft-com
Perkbox,Technology,,2010,,[],['United Kingdom'],,,40.7,,,161,,,,,,,ft-com
Jobandtalent ,Technology,,2008,,[],['Spain'],,,137.60,,,302,,,,,,,ft-com
Jungle Creations,Media,,2014,,[],['United Kingdom'],,,18.08,,,135,,,,,,,ft-com
Sqreem Technologies,Technology,,2010,,[],['Singapore'],,,5.85,,,175,,,,,,,ft-com
Taiwan Cogeneration Corporation,Energy,,1992,,[],['Taiwan'],,,314.83,,,296,,,,,,,ft-com
Astro Group,Games industry,,1989,,[],['Taiwan'],,,11.99,,,170,,,,,,,ft-com
Partners,Property,,2011,,[],['Japan'],,,40.40,,,70,,,,,,,ft-com
Microwave Chemical,Chemicals,,2007,,[],['Japan'],,,9.67,,,48,,,,,,,ft-com
TechForce Services,Technology,,2015,,[],['Australia'],,,2.53,,,21,,,,,,,ft-com
RightNow,Technology,,2017,,[],['Germany'],,,"8,951,132",,,38,,,,,,,ft-com
EO Charging,Technology,,2014,,[],['UK'],,,"17,158,962",,,63,,,,,,,ft-com
LMM Logistics,Transport,,2015,,[],['Italy'],,,"11,509,009",,,5,,,,,,,ft-com
Kolinpharma,Pharmaceuticals,,2013,,[],['Italy'],,,4.1,,,22,,,,,,,ft-com
#sinob,Retail,,2015,,[],['Germany'],,,4.95,,,14,,,,,,,ft-com
"Arcontek Co., Ltd.",Industrial Goods,,2017,,[],['South Korea'],,,1.28,,,11,,,,,,,ft-com
AD Intelligence,Advertising,,2015,,[],['South Korea'],,,1.75,,,25,,,,,,,ft-com
SoLabo,Management Consulting,,2015,,[],['Japan'],,,4.80,,,50,,,,,,,ft-com
SONICON CONSTRUCTION,Construction,,2016,,[],['Malaysia'],,,1.28,,,26,,,,,,,ft-com
inglewood,Ecommerce,,2005,,[],['Japan'],,,102.55,,,140,,,,,,,ft-com
Paidy,Fintech,,2008,,[],['Japan'],,,12.88,,,131,,,,,,,ft-com
CheTariffa.it,Support Services,,2013,,[],['Italy'],,,"2,495,860",,,9,,,,,,,ft-com
Franco Fresco,Food & Beverage,,2016,,[],['Germany'],,,"31,334,340",,,202,,,,,,,ft-com
Anteco Systems,Technology,,2014,,[],['Spain'],,,5.0,,,190,,,,,,,ft-com
Global-e Online,Ecommerce,,2013,,[],['United Kingdom'],,,37.22,,,179,,,,,,,ft-com
Artience,Support Services,,2009,,[],['South Korea'],,,12.22,,,78,,,,,,,ft-com
Vahdam India,Food & Beverage,,2015,,[],['India'],,,21.46,,,400,,,,,,,ft-com
Increff,Technology,,2016,,[],['India'],,,4.68,,,113,,,,,,,ft-com
Cyber Security Cloud,Cyber Security,,2010,,[],['Japan'],,,7.51,,,30,,,,,,,ft-com
GA technologies,Property,,2013,,[],['Japan'],,,355.88,,,314,,,,,,,ft-com
SuperOx Japan,Industrial Goods,,2011,,[],['Japan'],,,4.66,,,18,,,,,,,ft-com
Simply,Financial Services,,2017,,[],['UK'],,,"16,483,836",,,90,,,,,,,ft-com
Salary Finance,Fintech,,2015,,[],['UK'],,,"8,593,220",,,187,,,,,,,ft-com
Gellify,Technology,,2016,,[],['Italy'],,,"3,548,132",,,41,,,,,,,ft-com
Kavera Elektrotechnik,Technology,,2016,,[],['Germany'],,,"3,374,120",,,70,,,,,,,ft-com
Tooploox,Technology,,2012,,[],['Poland'],,,4.7,,,104,,,,,,,ft-com
Rinah,Retail,,2015,,[],['Italy'],,,19.51,,,5,,,,,,,ft-com
Zeal Digital,Advertising,,2015,,[],['Australia'],,,2.09,,,60,,,,,,,ft-com
Homage Co,Health,,2016,,[],['Singapore'],,,5.07,,,120,,,,,,,ft-com
Postype,Media,,2016,,[],['South Korea'],,,2.94,,,19,,,,,,,ft-com
HOEC,Energy,,1983,,[],['India'],,,25.53,,,100,,,,,,,ft-com
Isprava,Construction,,2016,,[],['India'],,,7.30,,,116,,,,,,,ft-com
DBT,Fintech,,2017,,[],['Sweden'],,,"3,837,994",,,10,,,,,,,ft-com
Mg Project,Telecoms,,2016,,[],['Italy'],,,"8,036,749",,,34,,,,,,,ft-com
Musement**,Travel & Leisure,,2013,,[],['Italy'],,,8.9,,,67,,,,,,,ft-com
Domator24.com,Personal & Household Goods,,2004,,[],['Poland'],,,18.79,,,40,,,,,,,ft-com
Shuumatsu Worker,Support Services,,2016,,[],['Japan'],,,8.72,,,40,,,,,,,ft-com
My Rewards,Technology,,2000,,[],['Australia'],,,10.11,,,11,,,,,,,ft-com
NJ-ENEX,Retail,,2015,,[],['Japan'],,,18.62,,,45,,,,,,,ft-com
Grain,Food & Beverage,,2014,,[],['Singapore'],,,9.96,,,155,,,,,,,ft-com
Indiabulls Ventures,Financial Services,,1995,,[],['India'],,,413.91,,,Not found,,,,,,,ft-com
Dipon Group,Construction,,2008,,[],['India'],,,2.39,,,19,,,,,,,ft-com
Tutlo,Education,,2016,,[],['Poland'],,,"7,778,203",,,140,,,,,,,ft-com
Ponera,Ecommerce,,2013,,[],['France'],,,"25,901,607",,,27,,,,,,,ft-com
Grover Group,Ecommerce,,2015,,[],['Germany'],,,"14,934,485",,,103,,,,,,,ft-com
Spotawheel,Automobiles,,2015,,[],['Greece'],,,"10,335,899",,,86,,,,,,,ft-com
DMS,Media,,2013,,[],['Germany'],,,14.4,,,18,,,,,,,ft-com
UPLINK Network,Telecoms,,2013,,[],['Germany'],,,20.53,,,29,,,,,,,ft-com
Trouva,Technology,,2015,,[],['United Kingdom'],,,11.67,,,80,,,,,,,ft-com
Logispot,Transport,,2016,,[],['South Korea'],,,32.75,,,85,,,,,,,ft-com
SpaceCloud,Property,,2013,,[],['South Korea'],,,2.02,,,22,,,,,,,ft-com
Macarong Factory,Automobiles,,2015,,[],['South Korea'],,,1.07,,,20,,,,,,,ft-com
Kinara Capital,Financial Services,,2011,,[],['India'],,,31.80,,,1235,,,,,,,ft-com
"CB, Ltd",Management Consulting,,2015,,[],['Japan'],,,9.81,,,10,,,,,,,ft-com
Calleo,Support Services,,2015,,[],['Australia'],,,19.63,,,170,,,,,,,ft-com
Active Energy Solutions,Energy,,2014,,[],['Greece'],,,"13,312,033",,,2,,,,,,,ft-com
Le Hibou,Technology,,2016,,[],['France'],,,"7,758,091",,,28,,,,,,,ft-com
One Retail Group*,Ecommerce,,2014,,[],['United Kingdom'],,,16.4,,,12,,,,,,,ft-com
STA PORTAGE (H2S),Support Services,,2012,,[],['France'],,,18.40,,,237,,,,,,,ft-com
SoftwareHut,Technology,,2015,,[],['Poland'],,,4.67,,,200,,,,,,,ft-com
Zairyo,Ecommerce,,2014,,[],['Singapore'],,,2.11,,,10,,,,,,,ft-com
kujiraterrace,Architecture,,2017,,[],['Japan'],,,3.22,,,3,,,,,,,ft-com
株式会社GSC,Construction,,2014,,[],['Japan'],,,4.43,,,26,,,,,,,ft-com
PKSHA Technology,Technology,,2012,,[],['Japan'],,,28.14,,,240,,,,,,,ft-com
InterviewBit,Education,,2015,,[],['India'],,,2.15,,,52,,,,,,,ft-com
ACTEAM ENR,Energy,,2012,,[],['France'],,,"2,133,691",,,8,,,,,,,ft-com
Everflow,Technology,,2015,,[],['UK'],,,"64,223,085",,,70,,,,,,,ft-com
Elvie*,Technology,,2013,,[],['UK'],,,"22,532,771",,,87,,,,,,,ft-com
Unicoenergia,Energy,,2013,,[],['Italy'],,,3.1,,,15,,,,,,,ft-com
Beattie Passive Group,Construction,,2014,,[],['United Kingdom'],,,7.17,,,21,,,,,,,ft-com
Fensterblick,Ecommerce,,2013,,[],['Germany'],,,3.29,,,10,,,,,,,ft-com
inglewood,Support services,,2005,,[],['Japan'],,,140.50,,,150,,,,,,,ft-com
CIM Environmental Pty Ltd,Technology,,2013,,[],['Australia'],,,3.23,,,45,,,,,,,ft-com
Food Force,Food & Beverage,,2015,,[],['Japan'],,,2.66,,,20,,,,,,,ft-com
I Switch,Energy,,2015,,[],['Singapore'],,,95.11,,,57,,,,,,,ft-com
Declarators,Transport,,2014,,[],['Singapore'],,,1.11,,,24,,,,,,,ft-com
Lintes Technology,Technology,,2011,,[],['Taiwan'],,,72.60,,,1371,,,,,,,ft-com
Azure Prism,Retail,,2016,,[],['UK'],,,"4,752,777",,,1,,,,,,,ft-com
WR Logistics,Transport,,2017,,[],['Germany'],,,"11,662,200",,,7,,,,,,,ft-com
Mavoco,Telecoms,,2010,,[],['Austria'],,,"4,959,694",,,48,,,,,,,ft-com
Byte London,Advertising,,2013,,[],['United Kingdom'],,,12.2,,,68,,,,,,,ft-com
Eskimoz,Media,,2012,,[],['France'],,,9.00,,,90,,,,,,,ft-com
Indie Campers,Travel & Leisure,,2013,,[],['Portugal'],,,9.09,,,93,,,,,,,ft-com
UNITED SILK,Sales & Marketing,,2016,,[],['Japan'],,,5.08,,,8,,,,,,,ft-com
Medtecs,Health,,1989,,[],['Taiwan'],,,13.53,,,"7,500",,,,,,,ft-com
sumarch,Property,,2009,,[],['Japan'],,,34.99,,,150,,,,,,,ft-com
Twinny,Technology,,2015,,[],['South Korea'],,,1.14,,,38,,,,,,,ft-com
Lakeba Group,Technology,,2013,,[],['Australia'],,,7.96,,,144,,,,,,,ft-com
iProov,Technology,,2011,,[],['UK'],,,"7,435,887",,,61,,,,,,,ft-com
Spin Up,Advertising,,2017,,[],['Italy'],,,"4,009,330",,,5,,,,,,,ft-com
Tmt International,Industrial Goods,,2014,,[],['Italy'],,,"13,655,743",,,25,,,,,,,ft-com
Digidip,Sales & Marketing,,2013,,[],['Germany'],,,8.6,,,13,,,,,,,ft-com
Zonneplan,Energy,,2012,,[],['Netherlands'],,,54.42,,,85,,,,,,,ft-com
ITP Nord,Technology,,2014,,[],['Germany'],,,4.47,,,42,,,,,,,ft-com
Amazia,Media,,2009,,[],['Japan'],,,70.47,,,29,,,,,,,ft-com
Tidehold Development,Construction,,1949,,[],['Taiwan'],,,14.61,,,15,,,,,,,ft-com
Suprieve,Support Services,,2015,,[],['Japan'],,,33.79,,,754,,,,,,,ft-com
IndiQube,Property,,2015,,[],['India'],,,33.07,,,383,,,,,,,ft-com
Sing Fuel,Transport,,2012,,[],['Singapore'],,,418.72,,,28,,,,,,,ft-com
BeGreat,Retail,,2012,,[],['Germany'],,,"5,141,555",,,16,,,,,,,ft-com
Tsunami Nutrition*,Ecommerce,,2017,,[],['Italy'],,,"6,945,000",,,17,,,,,,,ft-com
J-PM Systems,Industrial Goods,,2015,,[],['Germany'],,,"29,264,500",,,72,,,,,,,ft-com
Domator24.com,Personal & Household Goods,,2004,,[],['Poland'],,,7.6,,,20,,,,,,,ft-com
Agriconomie,Retail,,2014,,[],['France'],,,27.00,,,76,,,,,,,ft-com
Bettzeit,Retail,,2013,,[],['Germany'],,,80.59,,,175,,,,,,,ft-com
GA Technologies,Property,,2013,,[],['Japan'],,,570.89,,,479,,,,,,,ft-com
RENEW IT,Technology,,2008,,[],['Australia'],,,13.90,,,60,,,,,,,ft-com
C&Tech,Fintech,,2012,,[],['South Korea'],,,1.57,,,40,,,,,,,ft-com
Serosoft,Technology,,2008,,[],['India'],,,3.62,,,135,,,,,,,ft-com
Fundnel,Fintech,,2015,,[],['Singapore'],,,4.25,,,28,,,,,,,ft-com
HashedIn Technologies,Technology,,2010,,[],['India'],,,16.64,,,558,,,,,,,ft-com
Matt Sleeps,Interiors,,2016,,[],['The Netherlands'],,,"9,789,240",,,6,,,,,,,ft-com
Tessian,Technology,,2013,,[],['UK'],,,"15,365,580",,,138,,,,,,,ft-com
Theras Biocare,Health,,2013,,[],['Italy'],,,"19,102,902",,,3,,,,,,,ft-com
Locum's Nest,Technology,,2016,,[],['UK'],,,"3,531,674",,,30,,,,,,,ft-com
Adsmurai,Advertising,,2014,,[],['Spain'],,,24.8,,,54,,,,,,,ft-com
Blue Motor Finance,Financial Services,,1992,,[],['United Kingdom'],,,97.51,,,185,,,,,,,ft-com
Vidsy Media,Advertising,,2014,,[],['United Kingdom'],,,4.07,,,37,,,,,,,ft-com
Sherpa,Logistics,,2014,,[],['Australia'],,,22.46,,,20,,,,,,,ft-com
Nihon 3D Printer,Retail,,2013,,[],['Japan'],,,6.85,,,18,,,,,,,ft-com
bitbank,Financial Services,,2014,,[],['Japan'],,,15.55,,,84,,,,,,,ft-com
Welspun Enterprises,Energy,,1985,,[],['India'],,,249.93,,,384,,,,,,,ft-com
2C2P,Fintech,,2003,,[],['Singapore'],,,80.62,,,343,,,,,,,ft-com
Cores,Ecommerce,,2013,,[],['Japan'],,,4.63,,,20,,,,,,,ft-com
Solarisbank,Financial Services,,2016,,[],['Germany'],,,"35,938,000",,,369,,,,,,,ft-com
M2DG (MyFlexoffice),Support Services,,2016,,[],['France'],,,"6,630,617",,,21,,,,,,,ft-com
Golden Bees,Technology,,2015,,[],['France'],,,"4,379,548",,,35,,,,,,,ft-com
Sarcos Wind,Energy,,2013,,[],['Italy'],,,4.4,,,5,,,,,,,ft-com
Schuh Benner,Ecommerce,,2013,,[],['Germany'],,,25.0,,,10,,,,,,,ft-com
Darktrace,Cyber Security,,2013,,[],['United Kingdom'],,,67.11,,,650,,,,,,,ft-com
Pomelo,Fashion,,2014,,[],['Thailand'],,,33.96,,,590,,,,,,,ft-com
VALD,Health,,2015,,[],['Australia'],,,7.36,,,92,,,,,,,ft-com
Roccoco Cosmetics Pty Ltd,Beauty,,2011,,[],['Australia'],,,2.48,,,24,,,,,,,ft-com
MISONOZA,Travel & Leisure,,1896,,[],['Japan'],,,27.27,,,21,,,,,,,ft-com
Nexon,Games industry,,2002,,[],['Japan'],,,"1,063.16",,,6428,,,,,,,ft-com
Eukon,Health,,2004,,[],['Italy'],,,"6,393,680",,,11,,,,,,,ft-com
Evolution Adv,Advertising,,2016,,[],['Italy'],,,"14,175,780",,,13,,,,,,,ft-com
Ferroamp Elektronik,Energy,,2010,,[],['Sweden'],,,"4,328,799",,,28,,,,,,,ft-com
Habiteo,Property,,2014,,[],['France'],,,2.6,,,47,,,,,,,ft-com
Sorted Group,Technology,,2014,,[],['United Kingdom'],,,2.72,,,88,,,,,,,ft-com
FOSTEC & Company,Management Consulting,,2015,,[],['Germany'],,,2.35,,,7,,,,,,,ft-com
Roserve Enviro,Waste management & recycling,,2016,,[],['India'],,,3.49,,,4,,,,,,,ft-com
Live gate,Property,,2016,,[],['Japan'],,,6.50,,,1,,,,,,,ft-com
Progate,Education,,2014,,[],['Japan'],,,6.81,,,49,,,,,,,ft-com
Cekai,Beauty,,2013,,[],['Japan'],,,5.64,,,32,,,,,,,ft-com
GNI Group,Pharmaceuticals,,2001,,[],['Japan'],,,68.44,,,458,,,,,,,ft-com
Power Fill,Energy,,2009,,[],['Philippines'],,,42.55,,,418,,,,,,,ft-com
Making Science,Technology,,2001,,[],['Spain'],,,"57,670,541",,,274,,,,,,,ft-com
Cleveron,Technology,,2007,,[],['Estonia'],,,"66,007,267",,,229,,,,,,,ft-com
Domalys,Health,,2013,,[],['France'],,,2.8,,,20,,,,,,,ft-com
Stillfront Group,Games industry,,2010,,[],['Sweden'],,,129.11,,,491,,,,,,,ft-com
Publift,Technology,,2014,,[],['Australia'],,,21.24,,,25,,,,,,,ft-com
B-Light Neo,Architecture,,2016,,[],['Japan'],,,26.51,,,14,,,,,,,ft-com
Declarators,Transport,,2014,,[],['Singapore'],,,2.20,,,37,,,,,,,ft-com
TransACT,Support Services,,2013,,[],['Japan'],,,3.03,,,48,,,,,,,ft-com
Dailybeer,Restaurants,,2016,,[],['South Korea'],,,9.72,,,64,,,,,,,ft-com
Everli,Ecommerce,,2014,,[],['Italy'],,,"109,248,030",,,207,,,,,,,ft-com
DPM - Deutsches Personal Management,Support Services,,2016,,[],['Germany'],,,"2,184,590",,,80,,,,,,,ft-com
Pocket Living,Property,,2002,,[],['United Kingdom'],,,54.4,,,34,,,,,,,ft-com
Tappx,Advertising,,2013,,[],['Spain'],,,17.26,,,31,,,,,,,ft-com
Millennium Enterprise,Retail,,2016,,[],['Singapore'],,,4.39,,,7,,,,,,,ft-com
Spacetalk,Technology,,2001,,[],['Australia'],,,10.41,,,54,,,,,,,ft-com
IndiQube,Property,,2015,,[],['India'],,,40.07,,,321,,,,,,,ft-com
Unifa,Technology,,2013,,[],['Japan'],,,13.35,,,198,,,,,,,ft-com
COREKARA,Ecommerce,,2012,,[],['Japan'],,,10.30,,,58,,,,,,,ft-com
DoubleDragon Properties Corp.,Property,,2009,,[],['Philippines'],,,399.20,,,637,,,,,,,ft-com
AppFollow,Technology,,2014,,[],['Finland'],,,"2,210,636",,,73,,,,,,,ft-com
MyCamper,Travel & Leisure,,2015,,[],['Switzerland'],,,"3,063,085",,,10,,,,,,,ft-com
Laser Wire Solutions,Technology,,2011,,[],['United Kingdom'],,,6.0,,,26,,,,,,,ft-com
Payment Assist,Financial Services,,2013,,[],['United Kingdom'],,,2.79,,,17,,,,,,,ft-com
GeneReach Biotechnology,Health,,2004,,[],['Taiwan'],,,29.05,,,79,,,,,,,ft-com
HERP,Technology,,2017,,[],['Japan'],,,1.45,,,49,,,,,,,ft-com
North Star Management,Management Consulting,,2016,,[],['Japan'],,,5.50,,,10,,,,,,,ft-com
Bora Pharmaceuticals,Health,,2007,,[],['Taiwan'],,,49.45,,,458,,,,,,,ft-com
Nealle,Technology,,2013,,[],['Japan'],,,3.30,,,6,,,,,,,ft-com
Synerise,Technology,,2013,,[],['Poland'],,,"3,999,023",,,190,,,,,,,ft-com
ChaiKola,Food & Beverage,,2010,,[],['Poland'],,,"5,158,786",,,8,,,,,,,ft-com
Stoyo Media,Advertising,,2015,,[],['Germany'],,,"9,577,450",,,28,,,,,,,ft-com
Unify Communications,Telecoms,,2012,,[],['United Kingdom'],,,5.1,,,15,,,,,,,ft-com
Workcapital,Financial Services,,2015,,[],['Spain'],,,28.12,,,9,,,,,,,ft-com
Connexion Telematics,Technology,,2001,,[],['Australia'],,,4.11,,,14,,,,,,,ft-com
Converge,Telecoms,,2007,,[],['Philippines'],,,315.42,,,"3,006",,,,,,,ft-com
NatureWise Biotech & Medicals,Pharmaceuticals,,2000,,[],['Taiwan'],,,9.92,,,31,,,,,,,ft-com
EXIDEA,Sales & Marketing,,2013,,[],['Japan'],,,10.88,,,48,,,,,,,ft-com
Scolution,Technology,,2015,,[],['Germany'],,,"1,825,546",,,12,,,,,,,ft-com
JL&P,Energy,,2017,,[],['France'],,,"2,212,606",,,15,,,,,,,ft-com
Wetaca,Food & Beverage,,2014,,[],['Spain'],,,"3,510,478",,,40,,,,,,,ft-com
Shokes,Ecommerce,,2009,,[],['Germany'],,,7.2,,,7,,,,,,,ft-com
Yoyo Wallet,Fintech,,2013,,[],['United Kingdom'],,,3.97,,,68,,,,,,,ft-com
TMT International,Industrial Goods,,2014,,[],['Italy'],,,6.72,,,10,,,,,,,ft-com
enjin,Telecoms,,2007,,[],['Japan'],,,5.66,,,7,,,,,,,ft-com
PINCH HITTER JAPAN,Retail,,2014,,[],['Japan'],,,6.32,,,74,,,,,,,ft-com
Miso,Technology,,2015,,[],['South Korea'],,,6.44,,,130,,,,,,,ft-com
Zeal Digital,Advertising,,2015,,[],['Australia'],,,1.33,,,20,,,,,,,ft-com
Blazeclan,Technology,,2010,,[],['India'],,,17.04,,,426,,,,,,,ft-com
Prored Partners,Management Consulting,,2008,,[],['Japan'],,,24.28,,,103,,,,,,,ft-com
eFarma.com,Pharmaceuticals,,2017,,[],['Italy'],,,"20,150,800",,,50,,,,,,,ft-com
Elvie,Technology,,2013,,[],['UK'],,,"40,813,930",,,138,,,,,,,ft-com
YOU MAWO,Technology,,2015,,[],['Germany'],,,"2,607,000",,,21,,,,,,,ft-com
Vmway,Technology,,2012,,[],['Italy'],,,3.4,,,26,,,,,,,ft-com
SourceBreaker,Technology,,2014,,[],['United Kingdom'],,,2.92,,,32,,,,,,,ft-com
Glassbox Digital UK,Technology,,2010,,[],['United Kingdom'],,,8.98,,,61,,,,,,,ft-com
LeadSquared,Technology,,2011,,[],['India'],,,13.42,,,750,,,,,,,ft-com
Roadbull Logistics,Technology,,2015,,[],['Singapore'],,,11.84,,,69,,,,,,,ft-com
Herbal i,Ecommerce,,2015,,[],['Japan'],,,8.02,,,60,,,,,,,ft-com
LeadSquared,Technology,,2011,,[],['India'],,,8.18,,,280,,,,,,,ft-com
Successive Technologies,Technology,,2012,,[],['India'],,,5.00,,,78,,,,,,,ft-com
AsianStream,Technology,,2012,,[],['Japan'],,,11.03,,,37,,,,,,,ft-com
Farmarelax,Personal & Household Goods,,2010,,[],['Italy'],,,"4,459,170",,,5,,,,,,,ft-com
Omnisend,Technology,,2008,,[],['UK'],,,"11,761,268",,,99,,,,,,,ft-com
Mercurio,Construction,,2014,,[],['Italy'],,,"6,816,368",,,23,,,,,,,ft-com
Nexia Infraestructuras*,Construction,,2014,,[],['Spain'],,,5.3,,,44,,,,,,,ft-com
LittleBIG Connection,Technology,,2013,,[],['France'],,,36.30,,,51,,,,,,,ft-com
iPartners,Fintech,,2017,,[],['Australia'],,,2.37,,,25,,,,,,,ft-com
A&C BEAUTE,Beauty,,2009,,[],['Japan'],,,18.09,,,20,,,,,,,ft-com
MTP Services,Management Consulting,,2016,,[],['Australia'],,,25.03,,,100,,,,,,,ft-com
World Trade Group,Fashion,,2017,,[],['Italy'],,,"4,897,950",,,5,,,,,,,ft-com
Born Licensing,Advertising,,2016,,[],['UK'],,,"2,134,802",,,2,,,,,,,ft-com
Innova Profesional Desarrollos*,Construction,,2014,,[],['Spain'],,,3.0,,,9,,,,,,,ft-com
Hostmaker,Property,,2013,,[],['United Kingdom'],,,13.64,,,360,,,,,,,ft-com
RI Texsolutions,Industrial Goods,,2017,,[],['India'],,,3.82,,,44,,,,,,,ft-com
Man of Many,Media,,2012,,[],['Australia'],,,1.77,,,9,,,,,,,ft-com
Realize Group,Financial Services,,2005,,[],['Japan'],,,237.77,,,50,,,,,,,ft-com
Nicorio,Ecommerce,,2004,,[],['Japan'],,,113.47,,,47,,,,,,,ft-com
Converge ICT,Telecoms,,2007,,[],['Philippines'],,,180.58,,,2100,,,,,,,ft-com
One of a kind Inc.,Media,,2009,,[],['Japan'],,,3.50,,,17,,,,,,,ft-com
BESTEAM Conseil,Technology,,2016,,[],['France'],,,"3,871,782",,,32,,,,,,,ft-com
Motorway,Automobiles,,2016,,[],['UK'],,,"4,838,407",,,96,,,,,,,ft-com
Enens,Energy,,2015,,[],['France'],,,"108,406,675",,,5,,,,,,,ft-com
Plastrading,Chemicals,,2014,,[],['Italy'],,,2.9,,,4,,,,,,,ft-com
Golden Bees,Technology,,2015,,[],['France'],,,4.38,,,36,,,,,,,ft-com
Gig Inc.,Technology,,2016,,[],['Japan'],,,4.92,,,72,,,,,,,ft-com
IGAWorks,Technology,,2006,,[],['South Korea'],,,108.03,,,400,,,,,,,ft-com
Sprout Solutions,Technology,,2011,,[],['Philippines'],,,3.92,,,189,,,,,,,ft-com
Dovetail,Technology,,2015,,[],['New Zealand'],,,2.98,,,40,,,,,,,ft-com
Hyperconnect,Technology,,2014,,[],['South Korea'],,,145.60,,,277,,,,,,,ft-com
Everstruction,Construction,,1991,,[],['Japan'],,,2.54,,,16,,,,,,,ft-com
ISO Public Services,Technology,,2014,,[],['Germany'],,,"10,019,903",,,26,,,,,,,ft-com
D-Energy,Energy,,2015,,[],['Italy'],,,"9,585,483",,,9,,,,,,,ft-com
Bauer Holzbausysteme,Industrial Goods,,2004,,[],['Germany'],,,13.7,,,52,,,,,,,ft-com
Chez Nestor,Property,,2012,,[],['France'],,,4.53,,,20,,,,,,,ft-com
Light Microfinance,Financial Services,,2009,,[],['India'],,,15.15,,,"1,277",,,,,,,ft-com
Speed Tech,Industrial Goods,,1990,,[],['Taiwan'],,,500.51,,,390,,,,,,,ft-com
Lead Edge,Technology,,2014,,[],['Japan'],,,1.50,,,5,,,,,,,ft-com
Watsons Indonesia,Retail,,2005,,[],['Indonesia'],,,77.39,,,1174,,,,,,,ft-com
Aem Holdings,Industrial Goods,,2000,,[],['Singapore'],,,236.87,,,527,,,,,,,ft-com
AbClon,Pharmaceuticals,,2010,,[],['South Korea'],,,12.39,,,37,,,,,,,ft-com
Octopus Energy,Energy,,2015,,[],['UK'],,,"2,120,071,949",,,918,,,,,,,ft-com
Sigal & Sapiro Real Estate,Property,,2016,,[],['Germany'],,,"2,019,870",,,12,,,,,,,ft-com
Gaia,Food & Beverage,,2013,,[],['Italy'],,,2.1,,,12,,,,,,,ft-com
Solnet Green Energy,Energy,,2014,,[],['Finland'],,,3.73,,,11,,,,,,,ft-com
Classe365,Technology,,2013,,[],['Australia'],,,1.36,,,23,,,,,,,ft-com
OLIMPLANET,Technology,,2015,,[],['South Korea'],,,5.10,,,50,,,,,,,ft-com
Neo Home,Architecture,,2016,,[],['Japan'],,,11.40,,,11,,,,,,,ft-com
Renew IT,Technology,,2008,,[],['Australia'],,,10.78,,,50,,,,,,,ft-com
VoiceTube,Education,,2013,,[],['Taiwan'],,,4.02,,,68,,,,,,,ft-com
Lexicon Digital,Technology,,2016,,[],['Australia'],,,6.92,,,57,,,,,,,ft-com
CyberIAM*,Cyber Security,,2017,,[],['UK'],,,"5,639,335",,,82,,,,,,,ft-com
MAKONIS,Technology,,2016,,[],['Germany'],,,"2,145,400",,,22,,,,,,,ft-com
SendCloud,Ecommerce,,2012,,[],['Netherlands'],,,21.1,,,50,,,,,,,ft-com
Osiway,Technology,,2014,,[],['France'],,,4.68,,,4,,,,,,,ft-com
Nexumstp,Management Consulting,,2015,,[],['Italy'],,,4.45,,,33,,,,,,,ft-com
Cyber Security Cloud,Technology,,2010,,[],['Japan'],,,11.18,,,59,,,,,,,ft-com
MedPark,Technology,,2017,,[],['South Korea'],,,3.51,,,47,,,,,,,ft-com
ONDA,Technology,,2016,,[],['South Korea'],,,4.31,,,54,,,,,,,ft-com
manebi,Education,,2013,,[],['Japan'],,,2.21,,,30,,,,,,,ft-com
One 97 / Paytm,Financial Services,,2010,,[],['India'],,,515.33,,,Not found,,,,,,,ft-com
Jati Group,Transport,,2010,,[],['Indonesia'],,,22.48,,,32,,,,,,,ft-com
Cbweed*,Personal & Household Goods,,2017,,[],['Italy'],,,"3,500,000",,,17,,,,,,,ft-com
Infratech Bau,Construction,,2007,,[],['Germany'],,,"41,233,280",,,72,,,,,,,ft-com
